chr	start	stop	pos	iteration
X	130175646	130176127	130175848	4
11	61394572	61395173	61394900	4
1	90852533	90853374	90853168	4
6	111686447	111686567	111686503	4
2	177235258	177235859	177235350	4
6	163277481	163279162	163279105	4
5	22683094	22683575	22683188	4
3	46737419	46738020	46737911	4
1	214123441	214124282	214124056	4
20	42643856	42644457	42644227	4
17	77787860	77788422	77787864	4
18	52029362	52029963	52029377	4
14	28309423	28310024	28309468	4
13	72300750	72303031	72302329	4
14	37496784	37497265	37497069	4
11	2912172	2912773	2912249	4
8	54408964	54409525	54409435	4
7	115454717	115454838	115454774	4
18	36024517	36025358	36024888	4
6	108455445	108455926	108455496	4
5	134878593	134879194	134879130	4
9	92292405	92293966	92292720	4
7	69398993	69400074	69399020	4
X	39512959	39513560	39513421	4
18	52901696	52902654	52902318	4
12	65064925	65065286	65065167	4
15	75082363	75082604	75082436	4
4	20278423	20278904	20278629	4
14	99745573	99746174	99746129	4
2	58367636	58368357	58367840	4
11	75456165	75456286	75456282	4
8	79260823	79261424	79261118	4
7	13450838	13451799	13451039	4
18	13563257	13563618	13563423	4
14	33663059	33663540	33663451	4
5	141075229	141075830	141075467	4
3	157951374	157951975	157951780	4
19	30761189	30761914	30761434	4
18	22864662	22866526	22865855	4
10	12526542	12527143	12526980	4
8	78043941	78044302	78044130	4
13	73107733	73108214	73108209	4
10	125133959	125134560	125134430	4
2	120247728	120247969	120247858	4
2	202736945	202737783	202737018	4
8	77880738	77881339	77881283	4
17	42188951	42189615	42189081	4
15	65099323	65099444	65099423	4
10	3954981	3955102	3955028	4
10	37056803	37057284	37057226	4
9	126370284	126370765	126370621	4
16	51934674	51935275	51934922	4
7	90767139	90767620	90767290	4
12	58288181	58288782	58288320	4
13	79572548	79573389	79572769	4
15	60170423	60171024	60171003	4
2	33700994	33701595	33701141	4
2	45679955	45680316	45680247	4
4	174444298	174444899	174444521	4
15	36887691	36888292	36887993	4
2	65914878	65915599	65915592	4
2	60095796	60096397	60095833	4
17	62232144	62233117	62232400	4
19	32712151	32712872	32712203	4
16	73516430	73516911	73516601	5
4	140737298	140737899	140737584	5
7	95874757	95876918	95876280	5
7	16041965	16042446	16042413	5
3	36975098	36975579	36975409	5
2	9402772	9403373	9403144	5
1	231987241	231987722	231987706	5
15	96630441	96630922	96630578	5
22	47046359	47046960	47046450	5
19	31154339	31154940	31154636	5
13	79353734	79354215	79353847	5
6	107953518	107953999	107953906	5
7	90756131	90756732	90756678	5
2	43329039	43329520	43329356	5
1	213500701	213500822	213500815	5
17	59273493	59274574	59273770	5
2	63191455	63192416	63192004	5
1	45087607	45088088	45088064	5
14	57655526	57656127	57656120	5
1	230979070	230979670	230979550	5
1	243555997	243556838	243556162	5
1	10783511	10784112	10783524	5
16	51958176	51958602	51958269	5
17	7737752	7738317	7737850	5
7	127174314	127174435	127174385	5
14	36027786	36028387	36028073	5
7	4918197	4918798	4918360	5
6	97544523	97545844	97545241	5
14	29614034	29614395	29614190	5
6	100973845	100974326	100974295	5
14	30741666	30743707	30741856	5
4	148157603	148158204	148158166	5
9	23934480	23935081	23934894	5
2	173910866	173911467	173911220	5
7	47230098	47230699	47230688	5
14	36738324	36738685	36738486	5
12	54366976	54367726	54367066	5
19	31563118	31563839	31563151	5
5	87239832	87241753	87240019	5
2	44807536	44808257	44808153	5
4	151715835	151716436	151716362	5
9	126331336	126331817	126331731	5
2	144550098	144550699	144550494	5
2	67545880	67546572	67546002	5
1	243585401	243586002	243585436	5
1	71934131	71934732	71934508	5
2	162810481	162811202	162811063	5
15	39920138	39920499	39920355	5
5	92811379	92813300	92812802	5
1	38628057	38628418	38628361	5
19	32125062	32125543	32125116	5
2	146946986	146947467	146947371	5
3	181022161	181022642	181022377	5
18	38455274	38455875	38455724	5
5	89560813	89561294	89560864	5
2	144069789	144070510	144070451	5
2	86013950	86014070	86014067	5
2	144091072	144091673	144091454	5
5	172564450	172565511	172564699	5
19	30939354	30940075	30939884	5
18	35063403	35064604	35064273	5
2	144483996	144484477	144484166	5
8	100218457	100219058	100218684	5
16	55418168	55418769	55418544	5
9	134483097	134483458	134483256	5
11	125120994	125121475	125121253	5
2	103404885	103405246	103405085	5
1	226543250	226543851	226543594	5
5	52937929	52938530	52938245	5
2	164922342	164923183	164922559	5
6	128321393	128321513	128321439	5
X	139332032	139333452	139332838	5
5	134270212	134270933	134270443	5
1	120835783	120835903	120835830	5
2	66923436	66923917	66923565	5
14	57758912	57759393	57759087	5
5	22683094	22683575	22683333	5
11	31257735	31258216	31258160	5
2	162855032	162855513	162855066	5
1	214065533	214066014	214065634	5
3	70701783	70702504	70702363	5
9	33676217	33676337	33676225	5
3	50323898	50324686	50324634	5
4	141173315	141173556	141173467	5
9	38425385	38425866	38425474	5
10	81158257	81158498	81158305	5
7	26628627	26629108	26628739	5
2	50843869	50844110	50843870	5
1	88649788	88650269	88649808	5
4	111720444	111721045	111720479	5
11	16366270	16366948	16366688	5
5	151051044	151051314	151051263	5
2	60806604	60807085	60806653	5
15	60290357	60290958	60290724	5
2	29386638	29386878	29386727	5
3	132203413	132203533	132203427	5
4	84687894	84688735	84688630	5
2	145311398	145311999	145311783	5
2	199832582	199833183	199832975	5
11	12000522	12001123	12000552	5
3	77129334	77129935	77129909	5
10	71336662	71337383	71337332	5
10	131958235	131958355	131958278	5
15	63167520	63168121	63167549	5
6	19665424	19666385	19665884	5
18	54168548	54168789	54168670	5
2	177439109	177439710	177439488	5
17	46384341	46385287	46384958	5
2	177161551	177162303	177162216	5
3	37811969	37812570	37811986	5
15	60290357	60290958	60290645	5
1	215912207	215912808	215912284	5
18	34205280	34205846	34205535	5
2	59774170	59774891	59774522	5
11	62272706	62273269	62273265	5
17	2079662	2081343	2080453	5
3	135221940	135222421	135222272	5
1	97916315	97917156	97916383	5
3	18844279	18845000	18844282	5
3	181135355	181136076	181135721	5
22	18427173	18427774	18427461	5
16	52497792	52498152	52498061	5
1	216423324	216424462	216424421	5
3	77598616	77599217	77599112	5
13	80809256	80810097	80809933	5
1	170452259	170452860	170452652	5
6	166115545	166115786	166115652	5
19	31378361	31378842	31378458	5
3	169170758	169171839	169171042	5
X	132843466	132844067	132844047	5
11	12257697	12257817	12257767	5
15	63189940	63190301	63190185	5
10	50413565	50414286	50413568	5
17	59203726	59204207	59203906	5
13	72137912	72138633	72137931	5
X	130175646	130176127	130176067	5
2	60224314	60224795	60224564	5
16	73363219	73363940	73363837	5
3	18014266	18014987	18014555	5
7	21019483	21021152	21020673	5
15	74871964	74872085	74872058	5
8	11538139	11538740	11538257	5
13	54768329	54768930	54768738	5
10	21791920	21793001	21792145	5
18	30141564	30142165	30141634	5
16	55079140	55080341	55079914	5
2	157194480	157195201	157194538	5
5	172750207	172751018	172750252	5
19	47613677	47614278	47613961	5
17	78933821	78934629	78934152	5
6	137896741	137897462	137896969	5
13	54484718	54485319	54484764	5
8	25867716	25868077	25868033	5
8	106341154	106341635	106341325	5
4	113627680	113627921	113627777	5
2	59895083	59895924	59895902	5
6	91600923	91601524	91601462	5
4	185264773	185265014	185264793	5
1	96882271	96882752	96882313	5
3	168744378	168744979	168744423	5
10	77598736	77599217	77598885	5
8	66361926	66362527	66362456	5
3	71097927	71098528	71098347	5
15	95677693	95678414	95678077	5
2	199227151	199227992	199227764	5
2	211469777	211470017	211470003	5
7	100765816	100766057	100765986	5
18	75806372	75807093	75806830	5
8	72623580	72624181	72624138	5
19	8521682	8522523	8521780	5
1	63443427	63444988	63443726	5
1	205464223	205464704	205464670	5
8	17533751	17533871	17533753	5
14	36907924	36908765	36908467	5
6	91072042	91072643	91072400	5
5	87776576	87777177	87777085	5
2	50841960	50842921	50842540	5
9	16864412	16865373	16864568	5
10	77406054	77406895	77406325	5
22	17652837	17653391	17652926	5
16	51560155	51560996	51560759	5
2	172820298	172821379	172820310	5
4	152640573	152640693	152640683	5
10	126835201	126835322	126835276	5
2	105300280	105301586	105300409	5
X	132843466	132844067	132843750	5
4	147566990	147567471	147567314	5
12	94698918	94699068	94698981	5
17	3563060	3564089	3563928	5
19	30831825	30832426	30832213	5
10	103285742	103285982	103285946	5
5	91828559	91829040	91828872	5
2	205785326	205786047	205785993	5
1	63394415	63395016	63394830	5
1	234747500	234748101	234748019	5
11	15624196	15625037	15624252	5
9	20506460	20506941	20506817	5
8	106521169	106521530	106521219	5
9	128997733	128998694	128998579	5
2	43037829	43038400	43038225	5
16	31152710	31153342	31153122	5
1	3245638	3246239	3246045	5
2	60121397	60121638	60121476	5
5	91198	91799	91400	5
9	127140159	127140880	127140539	5
11	44491222	44491823	44491343	5
5	133096751	133097232	133097174	5
2	118940194	118941395	118940390	5
10	87782760	87783001	87782788	5
7	47515373	47515614	47515462	5
3	46984219	46984820	46984552	5
3	167747490	167747848	167747539	5
7	133726026	133726591	133726407	5
1	22246820	22247181	22247101	5
11	118396871	118397592	118397059	5
5	158517708	158517829	158517757	5
3	18844279	18845000	18844478	5
4	28464724	28465325	28464855	5
14	36468405	36468886	36468729	5
4	151243542	151244143	151243888	5
9	16771892	16773258	16772164	5
20	22433142	22433743	22433224	5
6	163277481	163279162	163278184	5
15	93362369	93362970	93362638	5
13	54768329	54768930	54768555	5
2	143914457	143915418	143914804	5
15	36263166	36263647	36263461	5
6	85733594	85733955	85733737	5
7	114062766	114063487	114063072	5
5	166156510	166157111	166157037	5
1	70609620	70609861	70609652	5
6	98830070	98830791	98830554	5
15	67904990	67905591	67905025	5
1	26420565	26420926	26420806	5
2	149545211	149546052	149546039	5
19	31311564	31312045	31311975	5
3	181410337	181411058	181410988	5
21	34291053	34291534	34291468	5
7	2751907	2752537	2751923	5
12	4362212	4362693	4362592	5
5	51373821	51374662	51373829	5
4	182714491	182715212	182714985	5
6	97651192	97651673	97651640	5
8	38307716	38308317	38307822	5
11	15662297	15662898	15662882	5
18	13185942	13186423	13185973	5
15	96093866	96094405	96094025	5
2	47247519	47248120	47247737	5
4	181972956	181973677	181973030	5
3	168868681	168869282	168868708	5
14	33488320	33489161	33488869	5
16	55248824	55249305	55249128	5
5	89586080	89586801	89586752	5
14	21731515	21732116	21731851	5
4	85233439	85234040	85233501	5
17	75144453	75145054	75144475	5
20	31051187	31051788	31051657	5
3	35643513	35644114	35643627	5
14	26808365	26808966	26808414	5
21	17960725	17961390	17961304	5
9	67782152	67782392	67782373	5
15	35622247	35622848	35622775	5
8	106602774	106606770	106606654	5
8	106673882	106674363	106674090	5
4	141194731	141195332	141195164	5
13	67162159	67162640	67162269	5
18	45069166	45069767	45069467	5
11	30656976	30657457	30657107	5
5	11011862	11012103	11011963	5
6	33660370	33660921	33660416	5
3	17592581	17593422	17592726	5
12	103773444	103774045	103773886	5
3	70293641	70294362	70294092	5
13	100648415	100649055	100648597	5
7	13764005	13764606	13764073	5
1	8130371	8131332	8130374	5
5	50981413	50981774	50981768	5
6	36885870	36886471	36886347	5
11	16475007	16476208	16475179	5
6	10407826	10408427	10408031	5
11	12000522	12001123	12000698	5
14	36582953	36583554	36583507	5
10	65389442	65390043	65389966	5
7	113439801	113440402	113440193	5
18	36780744	36781225	36781123	5
22	38146171	38146412	38146295	5
20	30816041	30816281	30816257	5
3	168958237	168963038	168960351	5
1	10662419	10662900	10662740	5
17	17780148	17780749	17780381	5
7	30817166	30817287	30817179	5
11	75758012	75759960	75759714	5
10	123842087	123847517	123844341	5
11	75265900	75266501	75265995	5
X	24999446	25000167	24999976	5
8	106673882	106674363	106674287	5
3	137060474	137061075	137060807	5
2	191398681	191398922	191398806	5
3	82051787	82051908	82051869	5
X	139114545	139115266	139114725	5
2	59304140	59306939	59304215	5
11	12141086	12141606	12141485	5
5	166966648	166967129	166966670	5
3	158025866	158027187	158026967	5
4	151600287	151602336	151601785	5
10	80488215	80488456	80488327	5
2	177038530	177039371	177038776	5
11	62166897	62167498	62167037	5
19	3434186	3434456	3434338	5
1	98116623	98117224	98117152	5
9	131936602	131937203	131936914	5
6	23275069	23275910	23275762	5
22	29475837	29476438	29476430	5
7	70103061	70104382	70103262	5
5	123788067	123788428	123788361	5
11	8223805	8224406	8224118	5
11	16311488	16312689	16311994	5
8	34344740	34345341	34345119	5
2	151285747	151286348	151285829	5
21	44752688	44752809	44752798	5
2	156582820	156583661	156583624	5
1	32178886	32179487	32178942	5
7	121967465	121970817	121968543	5
17	58909468	58909949	58909716	5
2	66297409	66299330	66297523	5
11	72080797	72081278	72081168	5
5	94219645	94220435	94220250	5
10	21791920	21793001	21791931	5
10	125217139	125217620	125217299	5
1	32140453	32140945	32140781	5
5	172695042	172695643	172695600	5
4	151360635	151361116	151360705	5
5	61032335	61032696	61032692	5
7	115423247	115423728	115423667	5
19	55623773	55624715	55624323	5
14	23907357	23908318	23907887	5
2	19424278	19424879	19424537	5
7	100765816	100766057	100765823	5
9	76948467	76948948	76948608	5
5	134270212	134270933	134270522	5
5	91036812	91038973	91038947	5
15	92346284	92346765	92346442	5
16	51346433	51346914	51346738	5
9	129947112	129947593	129947429	5
2	145257462	145258663	145258501	5
2	66734785	66735386	66735077	5
2	145729745	145729866	145729846	5
2	104576576	104577057	104576943	5
2	145961236	145961837	145961572	5
6	138751369	138754841	138752063	5
2	105318822	105319423	105319287	5
17	46328207	46328688	46328504	5
3	71103418	71104486	71104272	5
3	181252468	181253429	181253333	5
2	144276823	144276943	144276874	5
9	79416792	79417537	79416921	5
19	32084599	32085200	32085052	5
4	183723728	183724209	183724005	5
1	45002252	45002853	45002562	5
9	97712869	97713110	97712902	5
15	35594329	35595050	35594948	5
11	45179197	45179798	45179458	5
5	87168322	87169523	87168555	5
6	94755331	94755932	94755378	5
6	36938895	36939496	36939419	5
5	87168322	87169523	87168515	5
18	22747589	22748550	22747750	5
18	20049674	20052799	20052693	5
2	164599433	164600034	164599755	5
15	36120216	36120337	36120262	5
6	44988265	44989044	44988793	5
3	41160337	41160458	41160342	5
18	45037453	45038054	45037635	5
6	85733594	85733955	85733897	5
9	35727523	35728124	35727687	5
2	60077201	60078311	60077790	5
X	24847789	24848548	24847862	5
9	134545569	134545810	134545713	5
8	59818846	59819447	59819080	5
8	67434969	67435570	67435568	5
11	47491590	47492105	47491616	5
1	156717424	156718025	156717667	5
11	114795717	114796198	114796064	5
9	37946289	37946410	37946360	5
19	30892660	30893381	30893219	5
10	78188940	78189421	78189128	5
17	75144453	75145054	75144906	5
2	146002830	146003671	146003580	5
2	58934537	58935138	58934667	5
3	169074142	169074743	169074697	5
6	6741178	6741419	6741391	5
1	45005882	45006483	45006402	5
5	123145234	123145835	123145625	5
18	46292948	46293429	46292950	5
6	20869913	20870634	20870279	5
6	51415091	51415572	51415282	5
13	80356727	80357328	80356926	5
19	32470763	32471484	32471030	5
7	44369098	44369699	44369327	5
12	16761772	16762493	16762135	5
1	63914351	63915072	63914717	5
18	45120757	45121238	45121122	5
17	76878778	76879379	76879116	5
5	52937929	52938530	52938489	5
14	36488699	36489780	36489214	5
19	31209105	31209586	31209232	5
8	53162553	53162914	53162814	5
11	113793990	113794471	113794361	5
4	84699916	84701357	84701121	5
8	66367232	66367833	66367738	5
2	60018671	60019392	60018728	5
11	16039865	16040627	16040294	5
1	88916511	88917112	88916765	5
14	34068355	34068956	34068845	5
18	35667232	35667833	35667312	5
16	51789409	51790010	51789565	5
6	75904484	75904724	75904700	5
5	79487678	79487799	79487694	5
2	60474594	60475075	60474694	5
17	1971542	1972268	1972166	5
18	59899552	59899672	59899571	5
8	34083790	34084499	34084175	5
2	66091751	66092472	66092408	5
11	20180199	20180847	20180336	5
19	31182908	31183629	31183113	5
8	77754828	77755068	77754970	5
3	167747490	167747848	167747667	5
10	22675665	22675905	22675707	5
20	6056742	6057353	6056918	5
2	157839928	157840374	157840342	5
12	54491221	54491582	54491512	5
10	126749313	126749674	126749659	5
12	122206357	122206768	122206598	5
9	102581435	102581916	102581799	5
11	96072375	96072976	96072411	5
19	30840236	30843597	30842629	5
5	149181693	149181934	149181716	5
6	94755331	94755932	94755920	5
2	105047960	105048681	105048094	5
1	83493419	83493660	83493631	5
2	156400330	156401113	156400659	5
6	108744007	108744728	108744252	5
9	89555735	89556216	89556108	5
5	122694378	122694979	122694608	5
1	201688900	201689501	201689081	5
16	52803534	52804135	52803556	5
12	16910215	16911056	16911011	5
4	83275698	83276580	83276091	5
2	218802662	218802903	218802769	5
5	141870694	141871295	141871207	5
9	129191566	129192047	129191861	5
2	58882251	58882847	58882257	5
3	81951928	81952409	81952047	5
10	124068008	124068609	124068551	6
6	91930813	91931654	91931544	6
11	114050663	114051264	114050818	6
14	34111978	34113297	34112370	6
1	25020282	25020523	25020301	6
16	67896712	67897193	67897006	6
10	78850152	78850968	78850897	6
16	73352395	73352876	73352742	6
7	103461670	103462151	103461822	6
1	91195303	91196024	91195319	6
14	99883273	99883874	99883514	6
9	128406618	128407339	128406710	6
10	77452924	77453765	77453581	6
7	25696381	25696742	25696400	6
15	35991262	35991863	35991778	6
19	31068499	31068980	31068767	6
10	97301326	97301447	97301412	6
17	55758255	55758950	55758580	6
9	81643663	81644144	81643800	6
9	134974509	134974870	134974603	6
18	34048300	34048781	34048462	6
3	38045667	38045937	38045709	6
2	146960634	146961355	146961297	6
8	93920458	93921179	93920533	6
9	128658823	128659424	128659147	6
3	24872532	24873133	24872673	6
7	35413698	35413819	35413740	6
5	89291958	89292799	89292582	6
18	31161917	31162638	31162181	6
5	76856018	76856499	76856416	6
2	199522999	199523480	199523226	6
8	124518572	124518842	124518693	6
2	176147037	176148118	176147813	6
3	138553730	138554235	138553842	6
3	70778657	70779138	70778735	6
3	55552482	55552963	55552753	6
10	77694934	77695535	77695507	6
16	78707449	78707930	78707472	6
4	24276839	24277440	24276916	6
5	81320794	81321035	81320890	6
14	34035162	34035643	34035521	6
9	14131371	14131972	14131544	6
8	66402154	66402755	66402360	6
2	176428393	176428994	176428844	6
13	72325018	72325619	72325610	6
3	181176495	181177096	181176731	6
19	32712151	32712872	32712322	6
11	92440200	92440801	92440614	6
15	36181459	36182060	36181568	6
12	23343147	23343988	23343808	6
1	90852533	90853374	90852836	6
2	66716644	66717605	66716661	6
1	234747500	234748101	234747938	6
1	87981767	87982128	87982101	6
16	31152710	31153342	31153274	6
14	77423075	77423316	77423089	6
5	149159375	149159856	149159744	6
5	175107120	175107481	175107401	6
3	17953060	17953901	17953655	6
17	48254924	48255525	48255333	6
9	125884246	125884727	125884652	6
15	39920138	39920499	39920294	6
7	21019483	21021152	21019755	6
8	64616626	64617107	64616848	6
2	129119967	129120328	129120058	6
6	99425007	99426808	99426243	6
8	92611766	92612367	92611775	6
17	47922474	47922835	47922756	6
12	54723648	54724369	54724172	6
9	14131371	14131972	14131574	6
15	79529454	79529574	79529573	6
X	148018968	148020169	148019300	6
11	16012626	16013227	16012880	6
4	174572637	174573598	174573579	6
14	97777259	97777740	97777636	6
1	26053783	26054264	26053823	6
1	88645327	88646168	88645429	6
10	70516014	70517152	70516151	6
5	139496495	139497576	139497022	6
2	59540547	59542050	59541442	6
17	46388120	46388721	46388605	6
5	60792155	60792996	60792275	6
8	77712356	77713317	77712488	6
9	127422592	127423155	127422800	6
4	41571536	41571657	41571541	6
10	77664298	77664779	77664403	6
3	71290381	71292662	71291227	6
1	87990305	87991026	87990825	6
3	50685869	50686470	50685963	6
18	13272273	13272874	13272822	6
7	47884574	47884694	47884692	6
7	95236525	95238669	95238268	6
4	185305679	185306280	185305989	6
15	35456145	35456506	35456450	6
5	124652707	124653852	124653665	6
2	59163366	59164087	59163661	6
8	106155385	106156586	106156154	6
7	155547540	155548861	155548692	6
4	119414318	119415038	119414680	6
3	186666404	186667005	186666701	6
14	54571121	54571842	54571126	6
4	66989405	66990441	66989601	6
7	114259788	114260749	114259907	6
8	59745071	59745552	59745153	6
10	97301785	97301906	97301831	6
4	182611595	182612076	182611994	6
16	52299310	52300031	52299712	6
11	129735764	129735884	129735798	6
4	124384737	124386522	124386103	6
4	175119860	175120461	175120357	6
2	156584672	156586165	156586065	6
9	8499623	8499863	8499771	6
1	54842736	54842977	54842768	6
11	16071242	16072060	16072033	6
8	99428676	99429397	99428720	6
10	917848	918449	917862	6
2	241173972	241174333	241174327	6
1	176993643	176993913	176993812	6
17	59457839	59458722	59457937	6
8	77141197	77141558	77141505	6
15	96007621	96008342	96007985	6
6	134076890	134077491	134077053	6
15	77820675	77821036	77820730	6
5	172176943	172177544	172177221	6
13	32635209	32635329	32635247	6
2	58145071	58145672	58145472	6
6	97663102	97663823	97663549	6
1	51134500	51135101	51134901	6
8	59168172	59170209	59169772	6
2	145339512	145341433	145340350	6
8	22668606	22668967	22668890	6
7	27183584	27184185	27183767	6
8	106744196	106745157	106744632	6
5	92141430	92143636	92141993	6
2	33783220	33783460	33783223	6
14	36933059	36934620	36933925	6
7	28396441	28396682	28396477	6
3	169384967	169385688	169385393	6
3	79227636	79228357	79228184	6
3	62436796	62437277	62437273	6
1	61087006	61087487	61087012	6
13	40753638	40754239	40753882	6
2	59304140	59306939	59305384	6
16	52470301	52471833	52471291	6
9	84009438	84010977	84010142	6
8	93071597	93072078	93071990	6
2	146901258	146901859	146901372	6
22	28238234	28239795	28239560	6
3	176283203	176283717	176283414	6
6	76092005	76092606	76092314	6
8	77713981	77714942	77714074	6
12	59363334	59363811	59363792	6
7	47523973	47524574	47524028	6
14	54038221	54039259	54038941	6
13	100611175	100611896	100611432	6
18	22648547	22649268	22649015	6
9	25379325	25379926	25379436	6
18	38648834	38649555	38648933	6
5	122694378	122694979	122694621	6
5	170584644	170585365	170584821	6
2	73211940	73212541	73212354	6
3	28034467	28035068	28034874	6
8	48574524	48574765	48574646	6
12	24233797	24235711	24234153	6
5	89020781	89020902	89020871	6
10	77697437	77697918	77697750	6
2	159389612	159389882	159389696	6
14	100659548	100659789	100659680	6
1	3087313	3087914	3087610	6
10	103540084	103541121	103540257	6
8	100765752	100766353	100766056	6
4	147965675	147966276	147966231	6
4	147750176	147750777	147750762	6
X	132695214	132695815	132695531	6
9	109683327	109684375	109683618	6
19	1855898	1856499	1856189	6
5	124654150	124654271	124654188	6
6	98279468	98280127	98279852	6
9	85082324	85082685	85082658	6
5	50296983	50297584	50297381	6
2	67069207	67069688	67069466	6
19	30766944	30768385	30767729	6
12	117416615	117417096	117416734	6
5	164739764	164740245	164740085	6
X	119492556	119492917	119492732	6
2	30635944	30636425	30635966	6
6	50155364	50155725	50155390	6
16	72981184	72982625	72981996	6
2	44914631	44915352	44914752	6
9	129719474	129719835	129719645	6
2	145325156	145325757	145325462	6
16	52761202	52761923	52761610	6
9	109399923	109400644	109400060	6
7	114687229	114687950	114687797	6
15	62749070	62749191	62749112	6
15	44166041	44166671	44166135	6
15	63167520	63168121	63167632	6
17	76930778	76931379	76931191	6
5	61215505	61215986	61215535	6
2	66915764	66916457	66916032	6
2	165090354	165090835	165090481	6
17	46316548	46317149	46316791	6
1	49435954	49436435	49436428	6
3	18457441	18458601	18457572	6
18	43170206	43170750	43170361	6
13	78867271	78867752	78867747	6
5	164259440	164260161	164259835	6
12	114370229	114371670	114371508	6
X	71697337	71697951	71697764	6
20	21496458	21496819	21496709	6
14	99655186	99655547	99655215	6
10	130112874	130113355	130113244	6
17	40091415	40092046	40091615	6
2	59246132	59246613	59246530	6
19	32521357	32522198	32521381	6
3	158149608	158150449	158150211	6
3	50685869	50686470	50685963	6
14	68634730	68636171	68634889	6
10	81033717	81034318	81033810	6
16	53971154	53971755	53971538	6
2	174517939	174518540	174518344	6
11	16425521	16427029	16426326	6
3	48596666	48597197	48596672	6
1	245498364	245498725	245498637	6
2	175195983	175197184	175196542	6
13	78975895	78977456	78976861	6
1	179833873	179834353	179834209	6
17	7359036	7359306	7359063	6
7	35413698	35413819	35413808	6
2	199188430	199189271	199188696	6
13	72445395	72445876	72445537	6
7	31517859	31518340	31518221	6
17	45982974	45983575	45983532	6
X	32022794	32023395	32022928	6
8	56437994	56438715	56438596	6
11	8227733	8229414	8227935	6
20	6667641	6668242	6667803	6
18	45033208	45033809	45033786	6
8	93021211	93021812	93021675	6
9	26458814	26459295	26459138	6
9	82192872	82193473	82193101	6
2	19167240	19167841	19167337	6
9	109683327	109684375	109683697	6
2	66918930	66919411	66919275	6
6	163607173	163607702	163607636	6
7	38869800	38869950	38869870	6
6	99512473	99513074	99512589	6
14	34068355	34068956	34068812	6
14	33115676	33116277	33116117	6
6	149776502	149776623	149776582	6
9	84946803	84948124	84947907	6
2	44174362	44174512	44174388	6
14	102307820	102308421	102308079	6
2	21475197	21475798	21475452	6
1	214182857	214183818	214183429	6
12	23566813	23567414	23567118	6
10	77302638	77303239	77302971	6
X	28606805	28607526	28606820	6
14	54280809	54281410	54280901	6
1	87777309	87777790	87777523	6
13	54484718	54485319	54485240	6
6	50552590	50553617	50553025	6
2	199202240	199203201	199203052	6
1	164681780	164682425	164681965	6
X	133114438	133115039	133114757	6
3	42107914	42108395	42108252	6
11	8336875	8337476	8337351	6
6	98489647	98490248	98489785	6
7	101565928	101566529	101566418	6
12	54431154	54431854	54431185	6
10	126773183	126773784	126773335	6
5	55896069	55897270	55897129	6
5	163435701	163436422	163435744	6
10	3088423	3089024	3088832	6
5	158518047	158519008	158518616	6
8	77647722	77648443	77648195	6
10	77611233	77611714	77611684	6
10	80982317	80982918	80982766	6
1	33722529	33723010	33722878	6
4	174990944	174991545	174991421	6
2	157449332	157449933	157449449	6
5	131539430	131539869	131539531	6
1	155937396	155937517	155937414	6
3	12967873	12968474	12968436	6
6	45784383	45784864	45784562	6
18	36780744	36781225	36780749	6
7	21189674	21190395	21190360	6
15	99966075	99966676	99966597	6
5	170695920	170696641	170696059	6
15	38129111	38129712	38129211	6
2	162104805	162105434	162105052	6
3	169296767	169297368	169297228	6
3	58999377	58999978	58999728	6
15	37440394	37441235	37440736	6
14	70161735	70162096	70161778	6
12	16761772	16762493	16762262	6
8	60556204	60556805	60556659	6
16	53578165	53578766	53578209	6
9	17502539	17502659	17502567	6
17	13899145	13899626	13899501	6
X	122394412	122395373	122394866	6
11	119811488	119812089	119811999	6
10	126389358	126389959	126389466	6
10	123911384	123911625	123911534	6
1	235034539	235034780	235034728	6
7	114293352	114294158	114293954	6
2	144761870	144762231	144762103	6
12	57844906	57845507	57845390	6
8	25867716	25868077	25867755	6
1	98116623	98117224	98116758	6
17	74416303	74416904	74416358	6
2	144563237	144563838	144563348	6
9	82245976	82246484	82246285	6
16	51900784	51901745	51900880	6
2	145159723	145160324	145160252	6
2	144276823	144276943	144276923	6
7	115347110	115348469	115348077	6
19	31361526	31362007	31361770	6
19	30462686	30463190	30462808	6
19	30462686	30463190	30462912	6
8	93765346	93765909	93765676	6
15	85447278	85447518	85447279	6
6	99445949	99446550	99446077	6
13	73212215	73212696	73212364	6
2	144068820	144069421	144069311	6
21	34465899	34466380	34465915	6
2	163076338	163076458	163076348	6
19	31583270	31583751	31583315	6
1	38846821	38847302	38847052	6
5	139498501	139499102	139499003	6
19	30840236	30843597	30842674	6
4	41875849	41876330	41876324	6
2	217419472	217419833	217419646	6
8	65907712	65908433	65908376	6
8	71021982	71023016	71022880	6
9	126370284	126370765	126370447	6
2	145218193	145219259	145219213	6
9	92761628	92762229	92761856	6
10	87782760	87783001	87782844	6
20	55737076	55737317	55737212	6
2	145234561	145235162	145235090	6
15	96040737	96041458	96040959	6
18	46206400	46207001	46206636	6
10	77873669	77874150	77874125	6
15	67055044	67055645	67055463	6
15	37189192	37189913	37189633	6
6	23179905	23181106	23180762	6
7	26633826	26634321	26634277	6
11	116000107	116000708	116000360	6
X	139114545	139115266	139114747	6
5	88673290	88674611	88673819	6
5	149070512	149070633	149070629	6
9	24552539	24553260	24553257	6
4	80374721	80375202	80375043	6
18	72764585	72765186	72764865	6
X	28601068	28601309	28601159	6
9	118706616	118707217	118707084	6
